Date,Solde budgétaire,Total dépenses nettes du budget général,Dotation des pouvoirs publics,Dépenses de personnel,Dépenses de fonctionnement,Charges de la dette de l’Etat,Dépenses d’investissement,Dépenses d’intervention,Dépenses d’opérations financières,Total prélèvements sur recettes,PSR au profit des collectivités territoriales,PSR au profit de l'Union européenne,Total recettes nettes du budget général,Total recettes fiscales,Impôt sur le revenu,Impôt sur les sociétés,Taxe intérieure de consommation sur les produits énergétiques,Taxe sur la valeur ajoutée,Autres recettes fiscales,Total recettes non fiscales,Solde des comptes spéciaux,CCF Avances aux collectivités territoriales,Solde des Budgets annexes,Remboursements et dégrèvements d'impôts d'Etat,Remboursements et dégrèvements d'impôts locaux,Fonds de concours et attribution de produits
31/01/2013,-12817067246.53,25812049491.84,991265739.0,10710235456.84,5209251831.14,1840583729.85,1639983228.25,5343857260.91,76872245.85,6327371971.81,3511202726.69,2816169245.12,21835693837.17,21599715639.02,3837975213.45,375787357.98,742512169.17,14410347382.81,2233093515.61,235978198.15,-2591054038.01,-4706066710.81,0.0,4167986560.36,143394997.53,77714417.96
28/02/2013,-27121319640.85,49992205837.16,991265739.0,20881247369.23,8878296712.17,2595167158.7,2178540228.22,14222550168.8,245138461.04,14415492436.66,7218419924.08,7197072512.58,43911059394.4,43381013488.66,14295069342.64,219353236.48,1572918558.54,24550457549.06,2743214801.94,530045905.74,-6788209398.59,-8816604277.67,0.0,9947593264.4,861853825.01,163528637.16
31/03/2013,-31026174393.01,70405272907.96,991265811.88,31090901787.21,13472798467.38,2601395372.46,3061406695.19,18507992071.44,679512702.4,19842657432.76,10991259275.43,8851398157.33,69047518685.46,67978369986.08,18593991345.23,9320361859.51,2518689521.0,33622163249.94,3923164010.40001,1069148699.38,-10403726386.51,-13793610994.57,0.0,15502165109.41,1062554761.03,577963648.76
30/04/2013,-66772727316.58,115152105905.79,991265811.88,40932943040.3,23691882153.3,19664732704.71,3969991861.15,25161154235.43,740136099.02,25297447319.19,14791553006.36,10505894312.83,90097733507.24,88364318941.61,22479281324.31,11538177221.81,3740399326.92,44709321883.08,5897139185.49,1733414565.63,-17158528785.6,-18561420003.73,0.0,26161522933.2,1342425679.38,737621186.76
31/05/2013,-72639016884.44,134984866261.1,991265852.38,50818493756.44,26877179846.17,19898232809.12,5166472257.13,30443080696.92,790141042.94,34373811659.56,22213515020.98,12160296638.58,116257148234.03,112775247536.96,33204976914.73,10053328793.87,4891886468.04,56365534294.77,8259521065.55002,3481900697.07,-20850372706.09,-22572090644.25,0.0,32826736296.2,2008037656.53,1312885508.28
30/06/2013,-59314266812.14,155132439209.83,991265852.38,61382958097.25,29842158215.85,19915999542.96,5665848023.11,36208868390.28,1125341088.0,41074063157.75,27259286121.38,13814777036.37,151082084576.08,145589722313.0,37361115059.22,21540813679.54,5902933939.41,66538634412.75,14246225222.08,5492362263.08,-15762313211.37,-18288089248.47,0.0,39033611865.19,2729923656.46,1572464190.73
31/07/2013,-80820222556.9801,187655795416.86,991265852.38,71356546286.06,37604332590.58,28063268300.3,7320377707.74,41107751498.54,1212253181.26,47795257467.99,32326049552.55,15469207915.44,174425272315.15,166633533297.93,40733314740.78,23306137088.85,7216686687.03,78360641542.7,17016753238.57,7791739017.22,-21817273027.11,-24240384405.37,0.0,46204206317.29,3204455739.78,2022831039.83
31/08/2013,-93612206375.68,203583972445.46,991275385.38,81167258946.7,39627810830.17,28197981273.31,8046297575.51,44325217128.29,1228131306.1,53950028480.39,36812590863.16,17137437617.23,188360115300.7,180273769833.43,40908000726.59,23195870995.0,8294917737.3,89503409572.74,18371570801.8,8086345467.27,-26889327547.09,-29448877242.8,0.0,53724057258.55,3525170443.79,2451006796.56
30/09/2013,-80830970452.43,222768851979.99,991276385.38,90676007721.54,41269677239.79,28423564064.65,8394719220.42,51779718039.05,1233889309.16,60043283865.01,41250207196.1,18793076668.91,223300480091.45,214690669649.83,51324090335.57,33984661097.48,9360202399.3,100120811381.67,19900904435.8099,8609810441.62,-23946792053.65,-26636223793.37,0.0,58148647723.74,6336159818.77,2627477354.77
31/10/2013,-86048060347.6299,259902205463.24,991268136.88,100566985163.43,48631914532.63,44544992866.57,8678927967.5,55146819089.44,1341297706.79,65617658235.58,45942231465.35,19675426770.23,241424919290.63,232355699631.07,57990452659.98,33967255495.36,10546926747.08,112267476582.98,17583588145.6701,9069219659.56,-4971359739.82999,-3200733779.37999,0.0,63975861465.22,10842192010.28,3018243800.39
30/11/2013,-86982576853.55,278123878061.78,991268166.88,110522530273.45,52484517101.95,44687044980.22,9280160057.3,58779191337.02,1379166144.96,72170163888.71,51626798488.8,20543365399.91,261989763000.69,252452243905.16,63322163023.17,34192854485.69,11610429168.99,124415549155.36,18911248071.9499,9537519095.53,-1933606904.05,-761368803.850006,0.0,68551602829.3,11251060337.57,3255309000.3
31/12/2013,-74867970256.23,298648058234.3,989018166.88,119596523723.85,56004425598.7,44885792523.4,9974496187.95,65709419712.72,1488382320.8,78020598663.74,55564725876.79,22455872786.95,297718098013.68,284005216358.39,66981796827.93,47156817426.75,12972155106.65,136256274328.15,20638172668.91,13712881655.29,560958532.300007,-374669231.529999,0.0,74570162439.36,11644645617.54,3521630095.83
31/01/2014,-12732213500.89,27016202632.18,989987362.0,10917463926.85,5285998009.23,845255038.6,2843124683.06,6069315854.39,65057758.05,5619590934.44,3551379940.24,2068210994.2,23000675654.14,22767247162.01,4526859998.76,305027696.94,770494358.07,14827760831.68,2337104276.56,233428492.13,-3335211182.21,-5126925133.27,0.0,4468157384.35,103590314.89,238115593.8
28/02/2014,-25681736473.66,50616357323.51,989987477.0,20911243538.96,8805765472.44,1625339197.83,3146212658.58,14966389801.84,171419176.86,14146305165.18,7342629373.08,6803675792.1,46349880169.3,45755369503.33,16845911788.42,47647591.1799998,1478996825.79,25390903348.59,1991909949.35,594510665.97,-7711156127.09,-9411336730.42,0.0,9973420286.74,717987197.96,442201972.82
31/03/2014,-28016846143.41,69132942490.82,989987477.0,30992903278.68,11802430821.3,1814127913.76,4032209040.81,19409245339.02,92038620.25,19562100051.79,11067061328.44,8495038723.35,73155818008.78,72112284664.55,22376570185.6,9570365301.23,2499563411.61,34392058551.36,3273727214.75,1043533344.23,-13024705050.99,-14461622379.11,0.0,15759030436.48,1266698170.18,547083441.41
30/04/2014,-64169115526.96,113493083639.05,989987616.5,40920765638.71,22417903902.11,18394887036.66,5344407280.6,25303650477.08,121481687.39,25118750277.4,14932222523.43,10186527753.97,92344250478.15,90700960927.56,27010442937.6,9027929411.82,3586772932.19,46133511167.39,4942304478.56001,1643289550.59,-18600358955.03,-19350255482.32,0.0,22099106865.41,1531841169.02,698826866.37
31/05/2014,-64329394300.73,134513864834.71,989987616.5,50701018065.32,24759912186.75,20378477999.9,5986382366.72,31419887822.06,278198777.46,32109106204.61,20230742721.03,11878363483.58,123044814647.66,120134015007.16,39334492184.01,11632903296.8,4589815215.32,57724553803.86,6852250507.17001,2910799640.5,-21669700660.04,-23471478435.8,0.0,29946619385.91,2032540484.74,918462750.97
30/06/2014,-59405145683.88,153852196946.97,989987616.5,61263540643.83,27022924278.99,20378480414.51,6488609474.03,37497211253.42,211443265.69,40498985013.84,27097943916.97,13401041096.87,150211197265.72,146554613235.21,43736045450.55,15653704258.08,5670386584.87,68078978509.78,13415498431.93,3656584030.51,-16623236329.22,-18846616041.68,0.0,43483716423.46,2519942927.32,1358075340.43
31/07/2014,-84095176469.47,186562661999.06,989987362.0,71210974546.65,35187495856.19,26361597984.14,7408465111.01,42059036960.86,3345104178.21,46946628040.81,32361162523.67,14585465517.14,168596132677.2,162280266164.19,44629965287.67,13569050727.25,6901514290.74,81013332350.01,16166403508.52,6315866513.01,-20699556657.63,-24276200054.38,0.0,54379420437.55,2788959671.07,1517537550.83
31/08/2014,-94079200920.04,201570116737.85,989987386.0,81100839091.58,37051041554.49,26665742518.1,7988542548.45,44435172868.09,3338790771.14,52332260537.64,36731868095.17,15600392442.47,184476196721.86,177103712644.54,46682459195.14,12942634719.13,7880437331.59,91942437373.13,17655744025.55,7372484077.32,-26313835727.41,-29726807280.63,0.0,60742994740.16,3106940420.95,1660815361.0
30/09/2014,-80498142736.99,220977376139.13,989987362.0,90699814964.37,39219100921.43,26665742742.42,8656598268.29,51337415966.23,3408715914.39,57007557661.98,40730620047.01,16276937614.97,218534082214.85,210442417617.66,56630602732.18,22847504427.56,9034149445.75,102364190273.75,19565970738.42,8091664597.19,-23258910264.38,-25973998290.61,0.0,66081528291.35,6068267423.62,2211619113.65
31/10/2014,-84710286358.42,255523011511.55,989987362.0,100453048679.65,43453462780.56,42497536743.0,9912460972.83,54781199792.2,3435315181.31,62348819421.49,45226049435.31,17122769986.18,234905813585.74,225899298281.77,61700774486.63,22308732258.95,10190280646.86,114738411300.28,16961099589.05,9006515303.97,-4450315363.82,-1343469843.95,0.0,72931272098.8,10576404652.25,2706046352.7
30/11/2014,-90834592943.2501,273952267854.13,989987364.5,110523362292.29,46068351652.9,42497538555.56,10246570828.18,59962911124.07,3663546036.63,69404762818.0,50759752589.24,18645010228.76,253442090362.2,243988472803.45,65913544143.96,21852719705.38,11163180405.14,126983865981.24,18075162567.73,9453617558.75,-3779549004.94001,-976709617.110001,0.0,77754442169.05,11113879786.51,2859896371.62
31/12/2014,-85555043923.8501,302882587236.42,989987362.0,120765383061.75,52756792515.82,43158887268.91,11122622981.13,69559747062.78,4529166984.03,74773569343.91,54426169859.25,20347399484.66,288256023260.28,274306686227.42,69224026784.23,35327814064.97,12465085075.99,138352075257.24,18937685044.99,13949337032.86,155364195.729994,837864949.099991,0.0,84629097098.73,11501704042.64,3689725200.47
31/01/2015,-9398303102.08,25905156614.61,988015262.0,10918010186.99,5599684504.48,283821528.37,1659001150.35,6379149164.89,77474817.53,5181963882.61,3435315634.11,1746648248.5,24664038794.24,24370483348.86,5456844943.03,160272710.9,934390971.46,16009225246.8,1809749476.67,293555445.38,-3072022018.86,-5019020421.55,0.0,4578972698.08,145458244.22,96800619.76
28/02/2015,-23448733071.81,50720315881.03,986355262.0,21225942805.18,9685983192.17,1235849211.48,2248531002.83,15099011832.74,238642574.63,13478530545.34,7006562827.1,6471967718.24,47194456837.66,46552397113.32,18059091685.91,-382233755.63,635854322.45,25370681031.64,2869003828.95,642059724.34,-7185205716.44,-9108484622.57,0.0,11471225799.58,862595816.56,740862233.34
31/03/2015,-26285602079.46,69629005561.39,986355262.0,31210620508.06,13008962381.52,1297399604.68,2807422151.7,19747989027.35,570256626.08,18900690543.92,10683576311.93,8217114231.99,73357095108.91,71975859285.43,23087752572.63,8016804292.75,1817953963.92,34317304255.05,4736044201.08,1381235823.48,-12006458040.51,-14257802595.02,0.0,17737320695.56,1113286957.4,893456957.45
30/04/2015,-59835591978.46,110748988105.43,988015262.0,41281849754.81,19719167263.64,17399196683.77,4199761104.8,26476610986.5,684387049.91,24228988237.85,14266174056.67,9962814181.18,92285464722.53,90033511796.11,27605497949.39,6977560378.88,3146877772.14,45900155665.68,6403420030.01999,2251952926.42,-18185278900.6,-19345075681.81,0.0,24841757810.12,1322974171.7,1042198542.89
31/05/2015,-63932579180.3801,134860730087.5,988015262.0,51260914311.12,22211892356.07,20024200281.49,4668453884.13,34929086467.09,778167525.6,30609685325.4,18639208391.47,11970476933.93,121990100667.29,118243834050.86,40226107370.33,6077980429.55,4209133570.38,58726154469.93,9004458210.66999,3746266616.43,-21694471681.39,-23877679465.77,0.0,35696922532.21,1765791514.99,1242207246.62
30/06/2015,-58493901038.79,155838623511.42,988015262.0,61867722739.84,25554486913.85,20045971913.21,5246803434.09,41275089702.09,860533546.34,38006970615.74,24814982840.88,13191987774.86,150757259357.04,145144726300.07,45061678043.09,10137882428.32,5497803679.61,68396890777.5,16050471371.55,5612533056.97,-17076149188.51,-18911311209.73,0.0,49459759377.52,2387524658.56,1670582919.84
31/07/2015,-79805560271.0201,185066926199.11,988015262.0,71754327528.64,33365237695.93,24944599398.52,6600184728.53,46481645649.3,932915936.19,44203565188.73,30313567201.97,13889997986.76,171000213786.94,164547301093.02,48036841299.88,8593024124.78,6842754785.78,82603426228.42,18471254654.16,6452912693.92,-23519449397.61,-25296873774.25,0.0,58252273738.27,2688904892.53,1984166727.49
31/08/2015,-89651179021.32,200359949868.95,988015262.0,81677167729.28,36102084687.0,24956098910.59,7220347344.7,48451651181.19,964584754.19,49588015460.22,34460131973.56,15127883486.66,185888174829.64,178787554976.32,47959587133.42,8194807254.45,8051795921.87,94439103930.67,20142260735.91,7100619853.32,-28877010249.87,-30679616824.26,0.0,66357505051.43,2999904144.53,3285621728.08
30/09/2015,-74534337407.9,221333359986.29,988015262.0,91321006659.1,38441972896.6,24956099846.51,7644845272.39,56993696874.28,987723175.41,53948053576.56,38302032049.92,15646021526.64,222778515034.27,212964236715.42,57555473120.11,17791286548.24,9280073397.3,105950519278.73,22386884371.04,9814278318.85,-25719506926.37,-27476025238.89,0.0,71574887784.37,6004562575.03,3688068047.05
31/10/2015,-76196789172.56,255567247388.58,988015262.0,101292618548.33,42632361897.45,41194300649.18,8160802822.41,60125894521.09,1173253688.12,59407008242.65,42379214423.87,17027793818.78,239220695072.52,228584773022.32,62556855648.38,17436554020.05,10516703555.3,118409662918.26,19664996880.33,10635922050.2,-4485685553.30999,-2502093161.48999,0.0,78049127472.08,10861885229.61,4042456939.46
30/11/2015,-82770976358.7,274026357745.69,988015262.0,111430710501.1,45959867963.15,41194300803.68,8646367851.67,64528943629.57,1278151734.52,65840061094.73,47561994833.27,18278066261.46,257137835632.78,246110008412.79,66350022039.17,16661719007.07,11731822758.26,129957980687.4,21408463920.89,11027827219.99,-4486220609.22,-1652028948.31,0.0,84318649185.39,11250064420.71,4443827458.16
31/12/2015,-70524213950.7301,301574533170.72,988015262.0,121568788209.34,51605467463.8,42136368445.66,10851983152.37,73617918349.5,805992288.05,70230230848.29,50528183408.21,19702047440.08,294543500936.73,280131851764.41,69326987109.58,33548552174.25,13067891266.13,141785959936.16,22402461278.2899,14411649172.32,1624350899.40999,73776569.7200012,0.0,91509006683.3,11676259770.13,5112698232.14
31/01/2016,-9167054989.14,28246309597.98,987745724.0,11034004739.61,5678073755.91,83155008.3,1295845048.33,9100387846.54,67097475.29,3315448987.38,3087786788.75,227662198.63,26343635955.6,25065699281.56,5192150948.7,147042736.62,653028961.62,17270787219.58,1802689415.04,1277936674.04,-4003961525.04,-5713967448.32,0.0,3816775355.6,98387680.31,55029165.66
29/02/2016,-25581613184.56,50100861014.64,987745724.0,21387674518.22,9817951358.13,941865653.02,1813099259.55,14950410861.61,202113640.11,10477194748.89,6366881437.72,4110313311.17,48183132153.74,46442201669.95,17799132016.51,-762061112.33,1898635752.57,25465548952.75,2040946060.45,1740930483.79,-13431650566.04,-9963453143.19,0.0,11875279884.52,1438509057.42,244960991.27
31/03/2016,-27485428264.34,70272711995.79,987745724.0,31494709891.3,12390219258.21,941866515.02,2287655267.56,21587553694.66,582961645.04,15426921562.11,9629026332.94,5797895229.17,76286808115.22,74106931261.05,23091843079.61,7826804991.84,3293090793.19,35654636873.69,4240555522.71999,2179876854.17,-18475712571.16,-15078883331.32,0.0,18560230530.14,1681914603.67,403109749.5
30/04/2016,-56459690038.22,111703743368.1,987746034.0,41647025903.09,19252845929.16,16855875046.58,3564335760.59,28712919757.35,682994937.33,19621455969.96,12979978666.72,6641477303.24,97953454385.9,94515777496.96,27758082555.73,6832439590.12,4565363892.86,48060116976.0,7299774482.25,3437676888.94,-23643590443.72,-20177921739.14,0.0,24876268499.61,1881763107.3,555645357.66
31/05/2016,-65668256768.27,137601480580.83,987746034.0,51618546019.83,22123958390.47,20419497396.46,4544502182.25,37169104183.16,738126374.66,27699415443.75,19709416507.83,7989998935.92,125611523292.06,121185650439.38,40476337309.97,5922899412.52,5805566134.68,59840782145.81,9140065436.4,4425872852.68,-26735021507.46,-24029879995.58,0.0,37060432033.39,2724202077.25,756137471.71
30/06/2016,-61797711658.76,161642103196.04,987745724.0,62367215770.19,25457170577.82,20438093663.58,5243612535.53,46295014462.34,853250462.58,32253558438.74,23420692319.89,8832866118.85,154173249689.93,149403616523.07,45256902969.31,9959787508.52,7261614849.8,70892795492.19,16032515703.25,4769633166.86,-23004249029.65,-18881935010.79,0.0,50717692588.9,3064318179.57,928949315.74
31/07/2016,-80845142008.3299,190139685861.23,987745724.0,72430952698.49,32926020768.92,24100456405.31,6587777284.09,52218476602.73,888256377.69,38040928616.03,27690879124.0,10350049492.03,175949076597.16,170450607652.33,48600062138.47,8565036988.21,8641247201.41,85385857830.0,19258403494.24,5498468944.83,-30108890203.36,-25679066354.09,0.0,58532602146.1,3322348714.14,1495286075.13
31/08/2016,-96044309503.44,209406010439.61,987745724.0,82584483373.27,35626241662.09,24128902521.54,7276613614.11,57862364955.11,939658589.49,43089442508.23,31188625151.34,11900817356.89,190971688288.25,184266515279.37,49272456473.47,7852198443.6,9920755384.27,96332202838.15,20888902139.88,6705173008.88,-36205625853.66,-31213484885.63,0.0,66341963941.84,3798204894.74,1685081009.81
30/09/2016,-83017005372.02,228730435427.1,987745724.0,92284686390.87,37719045661.8,24135329105.22,7892867414.27,64747968510.7,962792620.24,48620476919.44,35050127773.96,13570349145.48,226728923650.31,218990393588.18,59138635239.0,17638705247.34,10915700317.36,107954930963.01,23342421821.47,7738530062.13,-34674716127.99,-28623820506.02,0.0,71912587008.28,6709233496.45,2279699452.2
31/10/2016,-85539397648.9499,264395354726.19,987745773.5,102373913590.43,42285202123.69,40325875726.95,8743931581.92,68673485788.58,1005200141.12,53922715573.54,38592171939.73,15330543633.81,248551140707.72,239859200810.74,64586559950.51,17115504496.11,12326467386.44,120605176285.13,25225492692.55,8691939896.98,-18979055213.9,-6984627312.35,0.0,77451135267.86,7376891969.96,3206587156.96
30/11/2016,-93324060890.89,285017223193.37,987745773.5,112789769909.22,45715067886.11,40358007714.48,9448614809.24,74582430655.18,1135586445.64,60653985815.75,43654162335.63,16999823480.12,262310549891.44,253097036845.66,68494030607.45,16678473226.99,13742847016.14,132230518725.21,21951167269.87,9213513045.78,-13330587704.84,-1549472210.43001,0.0,83970453497.76,12299352634.24,3367185931.63
31/12/2016,-69055882208.79,314361379968.46,987745724.0,123190854061.1,52760382395.92,41447017109.68,10999954401.76,83824429000.35,1150997275.65,65456766668.12,46461265956.77,18995500711.35,300334897212.81,284096565286.38,71750733810.63,29989660098.83,15119925817.4,144438517756.97,22797727802.55,16238331926.43,6795407143.16998,1381265926.34999,0.0,90617687026.18,12707915637.03,3631960071.81
31/01/2017,-5396421241.34,28899094714.52,990920236.0,11399344136.8,6551192023.57,219844960.01,1158900928.42,8485158552.94,93733876.78,4482293747.36,2912618626.61,1569675120.75,24932891585.5,24539415975.25,4993714967.64,-512479988.82,378465836.4,17128423389.4,2551291770.63,393475610.25,2568240358.04,-4940051629.92,0.0,5454938831.4,455246242.86,483835277.0
28/02/2017,-21473846040.85,53336008280.83,990920236.0,21774658891.58,10225240636.59,244376778.63,1736437895.23,17979964773.32,384409069.48,9384227887.99,5958119494.17,3426108393.82,50044697736.18,49263817101.73,17549662234.69,-986869748.28,1377235942.46,26924223473.94,4399565198.91999,780880634.45,-9485588977.44,-9790869236.89,0.0,12101138814.2,712068886.5,687281369.23
31/03/2017,-29564263282.51,74733260025.66,990920236.0,32456357260.37,13344517453.53,283289550.41,2365184047.85,24532587032.94,760404444.56,13722220853.14,9049245997.4,4672974855.74,77542204128.42,76256843314.83,22625019239.22,7630512482.33,2130067983.86,37261298145.4,6609945464.01998,1285360813.59,-19449063946.13,-15064974841.27,0.0,19606569879.55,1082463026.36,798077414.0
30/04/2017,-57925034556.52,116204995169.33,990920236.0,42977383766.12,20583011598.32,15489281291.09,3510858244.2,31822084643.67,831455389.93,18306469921.97,12075694776.91,6230775145.06,99301629430.08,97366755388.52,27181875303.13,6428973905.64,2785763924.65,51072032655.46,9898109599.63999,1934874041.56,-23666448274.92,-20439634089.46,0.0,25831444744.55,1285557202.49,951249379.62
31/05/2017,-66447781839.92,142554700296.46,990920236.0,53463600082.84,23357698685.23,20085041797.88,4227786071.74,39558061319.32,871592103.45,24758512401.37,16969940632.73,7788571768.64,126675140779.95,124187401103.16,39685289257.1,5760673457.46,3612593946.57,62728609963.69,12400234478.34,2487739676.79,-26968816169.69,-24894370988.05,0.0,38607434991.29,2188728141.63,1159106247.65
30/06/2017,-62262230777.75,171951376601.47,990920236.0,64612139584.8,30122779587.93,20097260308.93,5270941637.15,49865952563.41,991382683.25,29552725096.88,20532539554.66,9020185542.22,158297926052.53,155302633882.11,44392868099.11,11888572978.79,4351092157.59,74585085090.35,20085015556.27,2995292170.42,-20912737110.16,-19513338152.55,0.0,50748969196.74,2516744416.82,1856681978.23
31/07/2017,-83843103125.38,200695449468.31,990920236.0,74963388229.5,35152817620.76,25504840581.06,6815424255.37,56238959170.3,1029099375.32,36178559227.31,25522180142.71,10656379084.6,179478431732.31,176103438961.81,47144572717.16,9583351613.16,5288173118.44,89628968501.76,24458373011.29,3374992770.5,-28671320888.42,-25747317834.97,0.0,60611210924.87,2804248187.27,2223794726.35
31/08/2017,-92999641860.3799,221751872454.92,990920236.0,85458155285.17,38691767836.34,25546825812.95,7879252980.35,62011029617.12,1173920686.99,40637903113.5,29068922831.54,11568980281.96,198880916627.73,191915213347.42,48799719459.78,8440215904.08,6114998627.45,101669546099.54,26890733256.5701,6965703280.31,-32109142472.85,-31455898696.25,0.0,67890175409.02,3136515736.84,2618359553.16
30/09/2017,-76263922133.18,242363268091.91,990920236.0,95523791674.48,41326828493.18,25555236688.18,8608446153.46,69146310967.99,1211733878.62,45557949652.36,32512463136.82,13045486515.54,235312029579.56,227447071335.29,59419823497.94,18472328060.14,6722216269.14,113471180580.1,29361522927.97,7864958244.27,-26620298539.18,-28944047316.54,0.0,73783264939.05,6308172239.13,2965564570.71
